"Date","Price","Open","High","Low","Vol.","Change %"
"May 15, 2008","205.14","205.58","205.60","203.76","67.32M","-0.28%"
"May 14, 2008","205.71","203.93","206.20","203.93","66.47M","0.86%"
"May 13, 2008","203.96","204.73","205.64","202.75","59.68M","-0.46%"
"May 12, 2008","204.91","202.90","204.91","202.49","59.82M","0.95%"
"May 09, 2008","202.98","202.48","203.73","200.28","80.59M","0.25%"
"May 08, 2008","202.48","201.62","203.11","200.57","72.23M","0.43%"
"May 07, 2008","201.62","204.56","204.75","201.37","76.92M","-1.48%"
"May 06, 2008","204.64","204.60","205.05","201.92","69.86M","0.02%"
"May 05, 2008","204.60","207.31","207.31","203.72","70.71M","-1.35%"
"May 02, 2008","207.39","205.20","208.62","205.20","76.68M","1.07%"
"May 01, 2008","205.20","202.94","205.70","202.94","73.94M","1.04%"
"Apr 30, 2008","203.09","202.81","205.55","202.66","79.91M","0.14%"
"Apr 29, 2008","202.81","203.92","204.30","202.46","64.12M","-0.55%"
"Apr 28, 2008","203.94","204.30","205.36","203.51","56.27M","-0.19%"
"Apr 25, 2008","204.33","203.76","205.26","203.66","58.14M","0.28%"
"Apr 24, 2008","203.76","205.24","205.37","202.82","62.65M","-0.72%"
"Apr 23, 2008","205.24","203.63","205.32","203.55","76.55M","0.79%"
"Apr 22, 2008","203.63","204.77","204.77","202.67","60.61M","-0.56%"
"Apr 21, 2008","204.77","206.05","206.05","203.16","58.58M","-0.62%"
"Apr 18, 2008","206.05","205.60","207.79","204.97","67.36M","0.22%"
"Apr 17, 2008","205.60","205.55","207.20","204.67","60.96M","0.02%"
"Apr 16, 2008","205.55","201.07","205.75","201.07","78.40M","2.23%"
"Apr 15, 2008","201.07","199.48","201.27","199.48","56.96M","0.80%"
"Apr 14, 2008","199.48","199.31","199.89","198.43","58.56M","0.09%"
"Apr 11, 2008","199.31","199.31","200.20","198.52","69.43M","0.00%"
"Apr 10, 2008","199.31","200.49","200.66","198.39","76.29M","-0.59%"
"Apr 09, 2008","200.49","200.48","201.69","199.52","65.30M","0.00%"
"Apr 08, 2008","200.48","199.60","201.24","199.07","65.01M","0.41%"
"Apr 07, 2008","199.67","199.39","200.71","198.15","62.84M","0.14%"
"Apr 04, 2008","199.39","198.47","202.04","198.45","82.51M","0.46%"
"Apr 03, 2008","198.47","199.35","199.83","197.88","65.27M","-0.45%"
"Apr 02, 2008","199.36","197.98","200.71","197.98","75.90M","0.70%"
"Apr 01, 2008","197.98","193.04","198.32","193.04","86.63M","2.56%"
"Mar 31, 2008","193.04","191.14","193.50","190.67","73.94M","0.99%"
"Mar 28, 2008","191.14","192.79","194.80","190.79","66.70M","-0.86%"
"Mar 27, 2008","192.79","191.63","194.99","191.63","81.51M","0.55%"
"Mar 26, 2008","191.74","190.77","193.01","190.32","78.10M","0.51%"
"Mar 25, 2008","190.77","190.86","192.54","190.44","83.09M","-0.07%"
"Mar 24, 2008","190.90","191.44","192.74","189.46","72.49M","-0.28%"
"Mar 20, 2008","191.44","190.34","192.08","187.35","114.15M","0.58%"
"Mar 19, 2008","190.34","194.54","197.04","190.34","101.57M","-2.16%"
"Mar 18, 2008","194.54","191.16","194.77","191.15","101.86M","1.75%"
"Mar 17, 2008","191.20","191.24","192.46","187.98","119.11M","-0.04%"
"Mar 14, 2008","191.28","192.99","194.04","188.73","117.66M","-0.89%"
"Mar 13, 2008","192.99","192.64","193.55","189.88","106.81M","0.18%"
"Mar 12, 2008","192.64","195.21","196.90","192.63","82.72M","-1.32%"
"Mar 11, 2008","195.21","189.22","195.31","189.22","92.48M","3.17%"
"Mar 10, 2008","189.22","190.50","191.06","188.10","79.70M","-0.67%"
"Mar 07, 2008","190.50","191.28","191.28","188.40","87.12M","-0.41%"
"Mar 06, 2008","191.28","195.41","195.41","191.28","83.63M","-2.22%"
"Mar 05, 2008","195.62","195.52","196.34","193.00","83.97M","0.05%"
"Mar 04, 2008","195.52","192.61","196.23","191.93","102.94M","1.51%"
"Mar 03, 2008","192.61","190.32","192.71","189.31","87.08M","1.17%"
"Feb 29, 2008","190.38","196.27","196.27","189.43","100.90M","-3.00%"
"Feb 28, 2008","196.27","197.58","197.58","194.77","82.55M","-0.66%"
"Feb 27, 2008","197.58","201.09","201.09","197.13","80.74M","-1.85%"
"Feb 26, 2008","201.30","199.65","201.33","197.52","76.70M","0.83%"
"Feb 25, 2008","199.65","198.81","200.03","197.79","73.46M","0.42%"
"Feb 22, 2008","198.81","196.52","198.90","195.43","69.76M","1.17%"
"Feb 21, 2008","196.52","199.89","200.65","196.04","67.45M","-1.69%"
"Feb 20, 2008","199.89","199.96","200.17","197.36","70.04M","-0.04%"
"Feb 19, 2008","199.97","200.42","202.20","199.14","71.16M","-0.22%"
"Feb 15, 2008","200.42","199.58","200.42","197.85","73.16M","0.42%"
"Feb 14, 2008","199.58","201.71","204.05","198.68","64.83M","-1.06%"
"Feb 13, 2008","201.71","201.37","203.50","200.59","78.26M","0.00%"
"Feb 12, 2008","201.70","199.43","202.46","199.43","74.79M","1.14%"
"Feb 11, 2008","199.43","197.72","199.68","197.17","72.13M","0.83%"
"Feb 08, 2008","197.79","198.89","199.12","196.84","69.01M","-0.55%"
"Feb 07, 2008","198.89","199.73","199.79","197.28","86.36M","-0.42%"
"Feb 06, 2008","199.73","199.88","203.13","199.27","73.41M","-0.15%"
"Feb 05, 2008","200.04","207.29","207.29","200.04","86.69M","-3.53%"
"Feb 04, 2008","207.37","204.25","208.95","204.25","79.27M","1.53%"
"Feb 01, 2008","204.25","201.06","204.30","200.28","78.43M","1.59%"
"Jan 31, 2008","201.06","196.84","202.33","194.44","100.43M","2.07%"
"Jan 30, 2008","196.99","197.37","200.75","196.58","87.65M","-0.20%"
"Jan 29, 2008","197.39","196.62","199.18","196.54","76.17M","0.38%"
"Jan 28, 2008","196.65","193.81","197.07","193.81","83.17M","1.47%"
"Jan 25, 2008","193.81","197.20","198.38","193.29","102.40M","-1.72%"
"Jan 24, 2008","197.20","202.80","202.89","196.66","111.24M","-2.76%"
"Jan 23, 2008","202.80","196.01","202.91","193.19","139.01M","3.46%"
"Jan 22, 2008","196.01","202.83","202.83","192.17","137.58M","-3.36%"
"Jan 18, 2008","202.83","206.36","207.94","201.46","127.31M","-1.71%"
"Jan 17, 2008","206.36","214.49","214.49","206.28","111.55M","-3.79%"
"Jan 16, 2008","214.49","217.90","219.71","214.32","107.27M","-1.56%"
"Jan 15, 2008","217.90","220.48","221.67","217.88","86.82M","-1.17%"
"Jan 14, 2008","220.48","219.88","221.72","219.75","62.39M","0.27%"
"Jan 11, 2008","219.88","221.49","221.92","219.15","76.20M","-0.73%"
"Jan 10, 2008","221.49","222.57","223.03","219.51","94.79M","-0.49%"
"Jan 09, 2008","222.57","219.78","222.57","219.15","87.44M","1.27%"
"Jan 08, 2008","219.78","219.89","223.85","219.78","91.54M","-0.08%"
"Jan 07, 2008","219.96","214.60","220.00","214.60","90.60M","2.50%"
"Jan 04, 2008","214.60","213.85","216.40","212.71","77.19M","0.35%"
"Jan 03, 2008","213.85","213.17","216.13","213.17","59.75M","0.32%"
"Jan 02, 2008","213.17","216.11","216.86","212.78","69.68M","-1.36%"
"Dec 31, 2007","216.11","218.00","218.20","215.70","38.12M","-0.87%"
"Dec 28, 2007","218.00","216.33","218.49","216.33","44.73M","0.77%"
"Dec 27, 2007","216.33","218.19","218.61","216.25","45.88M","-0.91%"
"Dec 26, 2007","218.31","219.26","219.26","217.93","34.38M","-0.43%"
"Dec 24, 2007","219.26","219.15","219.81","218.47","21.34M","0.03%"
"Dec 21, 2007","219.19","217.55","219.85","217.55","100.55M","0.75%"
"Dec 20, 2007","217.55","217.32","219.31","216.06","69.34M","0.11%"
"Dec 19, 2007","217.32","218.73","219.89","217.09","67.01M","-0.64%"
"Dec 18, 2007","218.73","215.54","219.21","215.54","64.52M","1.46%"
"Dec 17, 2007","215.58","218.35","218.35","214.99","64.18M","-1.27%"
"Dec 14, 2007","218.35","221.78","221.78","218.34","69.05M","-1.55%"
"Dec 13, 2007","221.78","219.07","221.87","218.38","74.52M","1.21%"
"Dec 12, 2007","219.12","218.84","222.86","217.24","85.99M","0.13%"
"Dec 11, 2007","218.84","223.91","225.00","218.70","69.79M","-2.26%"
"Dec 10, 2007","223.91","223.28","224.43","223.04","53.68M","0.28%"
"Dec 07, 2007","223.28","222.82","224.28","221.48","54.15M","0.21%"
"Dec 06, 2007","222.82","223.03","223.03","220.82","65.85M","-0.14%"
"Dec 05, 2007","223.14","219.62","223.23","219.62","68.45M","1.57%"
"Dec 04, 2007","219.69","217.55","220.94","216.27","71.20M","0.98%"
